2577.092878	-2631.652043	 50.0	69.744771
2385.165647	-2627.765607	 50.0	108.494882
2209.976366	-2541.016485	 50.0	120.817057
2728.307745	-2511.198648	 50.0	37.823187
1253.392671	-1330.67113	 50.0	17.03559
1255.422578	-1141.534109	 50.0	37.416829
2047.803156	-2431.402798	 50	127.685872
2827.711113	-2342.88935	 50	25.195256
1900.817639	-2302.138346	 50	134.70092
2901.328527	-2161.472296	 50	19.51496
1768.202133	-2158.084873	 50	139.686559
1646.087867	-2004.982463	 50	142.940439
2960.314372	-1974.7397	 50	15.696833
1531.681806	-1846.02632	 50	145.570432
3007.712544	-1784.726874	 50	12.324758
1425.065018	-1681.750712	 50	148.597431
3043.55441	-1592.204648	 50	8.654901
1329.128788	-1511.04938	 50	153.135617
3062.794778	-1430.445406	 50	94.694749
2023.391672	-1101.275484	 50	87.459059
1827.585166	-1100.934988	 50	92.212792
1632.035052	-1089.957282	 50	93.555093
1436.340322	-1083.651304	 50	88.268567
2217.959468	-1080.103103	 50	80.000835
2409.042698	-1037.332005	 50	75.467879
2598.28049	-986.824158	 50	75.549381
2757.561002	-952.916086	 50	8.097443
2480.947214	-2646.53514	 100.0	149.213132
1706.066118	-2082.395101	 100.0	6.39508
2503.659836	-1012.071156	 100.0	86.698541
2295.356412	-2588.952177	 100	1.977789
2660.988032	-2582.059053	 100	108.38968
2127.219408	-2488.676437	 100	53.511763
2782.573078	-2429.764658	 100	151.81009
1972.320899	-2369.035565	 100	58.365183
2866.732039	-2253.081531	 100	81.226629
1832.947478	-2231.552153	 100	3.024186
2932.366928	-2068.594744	 100	82.362234
1587.978963	-1926.156394	 100	1.380269
2985.405604	-1880.080586	 100	83.286526
1477.295397	-1764.587701	 100	11.415804
3027.167428	-1688.750951	 100	157.812543
1375.426936	-1597.336603	 100	24.306575
3056.46689	-1495.13415	 100	148.670011
1287.523301	-1422.413617	 100	39.771154
1233.982941	-1234.896435	 100	66.316429
1925.487231	-1103.135219	 100	74.475986
1729.777705	-1096.037713	 100	71.38778
1339.187959	-1094.625833	 100	149.851615
2121.035284	-1093.983154	 100	74.209238
1534.246564	-1084.700392	 100	16.813694
2313.921048	-1060.607412	 100	81.76995
2693.574739	-964.289106	 100	97.653765
2577.092878	-2631.652043	 150	69.744771
2385.165647	-2627.765607	 150	108.494882
2209.976366	-2541.016485	 150	120.817057
2728.307745	-2511.198648	 150	37.823187
2047.803156	-2431.402798	 150	127.685872
2827.711113	-2342.88935	 150	25.195256
1900.817639	-2302.138346	 150	134.70092
2901.328527	-2161.472296	 150	19.51496
1768.202133	-2158.084873	 150	139.686559
1646.087867	-2004.982463	 150	142.940439
2960.314372	-1974.7397	 150	15.696833
1531.681806	-1846.02632	 150	145.570432
3007.712544	-1784.726874	 150	12.324758
1425.065018	-1681.750712	 150	148.597431
